model_name,collection_name,category_name,child_name,property_name,date_string,value,unit_name,interval_id,period_value,Country
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,ITSAZ2MK,Production,2050,16.855353220775974,GWh,1,1,IT
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,LT00Z2MK,Production,2050,5082.239359974476,GWh,1,1,LT
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,LUG1Z2MK,Production,2050,834.9068515056995,GWh,1,1,LU
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,LV00Z2MK,Production,2050,2480.0418851478375,GWh,1,1,LV
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,ME00Z2MK,Production,2050,1104.829723588612,GWh,1,1,ME
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,MK00Z2MK,Production,2050,841.8040356852488,GWh,1,1,MK
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,NL01Z2MK,Production,2050,20053.69008416232,GWh,1,1,NL
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,NOS1Z2MK,Production,2050,62098.553330957904,GWh,1,1,NO
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,NOS2Z2MK,Production,2050,5252.629885863823,GWh,1,1,NO
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,PL02Z2MK,Production,2050,11853.44681036905,GWh,1,1,PL
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,PL03Z2MK,Production,2050,25648.343653183165,GWh,1,1,PL
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,PL05Z2MK,Production,2050,20067.505836230597,GWh,1,1,PL
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,PT01Z2MK,Production,2050,14184.287011809045,GWh,1,1,PT
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,PT02Z2MK,Production,2050,11035.477811533618,GWh,1,1,PT
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,RO02Z2MK,Production,2050,2665.9681916548407,GWh,1,1,RO
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,RS00Z2MK,Production,2050,2787.2373526716747,GWh,1,1,RS
TJ Dispatch_Future_Nuclear+,Electrolyser,Hydrogen Market,SE01Z2MK,Production,2050,60.967449644996925,GWh,1,1,SE
